	id_sent	head	dep	SCORE	SCORE_KSENIA	type	sent
300	45	приветствовал	установление	0	0	obj	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
301	45	отношений	партнерских	0	0	amod	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
302	45	установление	отношений	1	1	nmod	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
303	45	производителем	с	0	PREP	case	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
304	45	отношений	производителем	0	0	nmod	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
305	45	оборудования	телекоммуникационного	0	0	amod	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
306	45	производителем	оборудования	0	0	nmod	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
307	45	производителем	корпорацией	-	0	nmod	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
308	45	корпорацией	nortel	0	0	appos	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
309	45	nortel	networks	-	0	flat:foreign	Глава компании Cisco Systems Джон Чамберс заявил во время организованного компанией Speakers Forum выступления в Торонто,  что он бы приветствовал установление партнерских отношений с производителем телекоммуникационного оборудования корпорацией Nortel Networks.
310	46	заместителя	министра	0	0	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
311	46	дел	иностранных	2	2	amod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
312	46	министра	дел	1	1	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
313	46	министра	россии	-	-	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
314	46	заместителя	ю	-	-	appos	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
315	46	ю	в	-	-	flat:name	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
316	46	ю	федотова	-	-	flat:name	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
317	46	вопрос	на	0	PREP	case	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
318	46	вопрос	агентства	0	0	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
319	46	агентства	интерфакс	0	0	appos	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
320	46	ветированием	в	-	PREP	case	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
321	46	в	связи	3	1	fixed	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
322	46	в	с	-	-	fixed	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
323	46	россией	ветированием	-	-	amod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
324	46	ветированием	россией	0	0	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
325	46	совете	в	0	PREP	case	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
326	46	вопрос	совете	-	-	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
327	46	совете	безопасности	1	1	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
328	46	безопасности	оон	-	-	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
329	46	вопрос	проекта	-	-	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
330	46	проекта	резолюции	0	0	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
331	46	кипру	по	0	PREP	case	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
332	46	резолюции	кипру	0	0	nmod	Ответ заместителя министра иностранных дел России Ю. В. Федотова на вопрос агентства Интерфакс в связи с ветированием Россией в Совете Безопасности ОоН проекта резолюции по Кипру
333	47	инженеров-авиаторов	будущих	1	1	amod	Будущих инженеров-авиаторов не пустили в аудитории
334	47	пустили	инженеров-авиаторов	0	0	obj	Будущих инженеров-авиаторов не пустили в аудитории
335	47	пустили	не	0	0	advmod	Будущих инженеров-авиаторов не пустили в аудитории
336	47	аудитории	в	0	PREP	case	Будущих инженеров-авиаторов не пустили в аудитории
337	47	пустили	аудитории	0	0	obl	Будущих инженеров-авиаторов не пустили в аудитории
338	48	отмечается	пасха	1	1	nsubj:pass	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
339	48	недели	на	0	PREP	case	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
340	48	недели	одну-две	0	0	amod	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
341	48	раньше	недели	0	-	obl	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
342	48	отмечается	раньше	0	0	advmod	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
343	48	раньше	православной	0	0	obl	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
344	48	является	и	0		cc	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
345	48	отмечается	является	-		conj	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
346	48	является	одним	0	1	xcomp	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
347	48	праздников	из	0		case	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
348	48	больших	самых	0	0	amod	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
349	48	праздников	больших	0	0	amod	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
350	48	одним	праздников	0	0	nmod	Пасха отмечается на одну-две недели раньше православной и является одним из самых больших праздников.
351	50	дали	организаторы	0	0	nsubj	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
352	50	фестиваля	новорождённого	1	1	amod	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
353	50	дали	ему	0		iobj	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
354	50	дали	имя	1	1	obj	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
355	50	имя	полуострова	1	1	nmod	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
356	50	полуострова	я	0	0	appos	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
357	50	я	мал	0	0	appos	Организаторы новорождённого фестиваля дали ему имя полуострова "Я -- МАЛ".
358	51	секреты	визажа	0	0	nmod	Открываем секреты визажа:  идеальный -- значит стойкий!
359	51	стойкий	значит	-	0	advmod	Открываем секреты визажа:  идеальный -- значит стойкий!
360	51	идеальный	стойкий	-		conj	Открываем секреты визажа:  идеальный -- значит стойкий!
361	52	карусель	костромская	0	0	amod	Костромская "Карусель" 
362	53	картинке	как	3		case	Как на картинке
363	53	картинке	на	3		case	Как на картинке
364	55	элементах	в	0		case	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
365	55	элементах	метаноловых	0	0	amod	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
366	55	смешивается	элементах	0	0	obl	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
367	55	элементах	питания	1	1	nmod	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
368	55	основе	на	3		case	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
369	55	смешивается	основе	-	-	obl	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
370	55	основе	технологии	1	0	nmod	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
371	55	технологии	mobion	0	0	appos	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
372	55	смешивается	спирт	0	0	nsubj	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
373	55	смешивается	предварительно	0	0	advmod	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
374	55	смешивается	не	0	0	advmod	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
375	55	элементах	с	-		case	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
376	55	смешивается	водой	0	0	obl	В метаноловых элементах питания на основе технологии Mobion спирт предварительно не смешивается с водой
377	56	полосах-	на	-		case	Звёзды на полосах- 1
378	56	полосах-	1	-	-	appos	Звёзды на полосах- 1
379	57	раз	семь	3	3	amod	СЕМЬ РАЗ ОТРеЖЬ -- ОДиН ЗАПЛАТи.
380	57	отрежь	раз	3	3	nsubj	СЕМЬ РАЗ ОТРеЖЬ -- ОДиН ЗАПЛАТи.
381	57	раз	отрежь	3	3	nmod	СЕМЬ РАЗ ОТРеЖЬ -- ОДиН ЗАПЛАТи.
382	57	заплати	один	1	0	amod	СЕМЬ РАЗ ОТРеЖЬ -- ОДиН ЗАПЛАТи.
383	57	отрежь	заплати	-		conj	СЕМЬ РАЗ ОТРеЖЬ -- ОДиН ЗАПЛАТи.
384	59	америки	против	0		case	Против Америки с любовью.
385	59	любовью	с	1		case	Против Америки с любовью.
386	59	америки	любовью	0	?	nmod	Против Америки с любовью.
387	60	требовала	душа	2	2	nsubj	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
388	60	требовала	красоты	0	0	obj	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
389	60	украсил	и	0		cc	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
390	60	украсил	николай	0	0	nsubj	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
391	60	николай	фомин	-		flat:name	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
392	60	дом	свой	0	0	det	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
393	60	украсил	дом	0	0	obj	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
394	60	украсил	резьбой	0		iobj	Душа требовала красоты,  и Николай Фомин украсил свой дом резьбой.
395	61	призывает	genesys	0	1	nsubj	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
396	61	призывает	доверить	0	0	xcomp	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
397	61	доверить	обслуживание	0	0	obj	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
398	61	клиентов	невыгодных	1	1	amod	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
399	61	обслуживание	клиентов	0	0	nmod	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
400	61	центрам	автоматическим	0	1	amod	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
401	61	центрам	телефонным	0	0	amod	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
402	61	обслуживание	центрам	-	-	nmod	Genesys призывает доверить обслуживание невыгодных клиентов автоматическим телефонным центрам
403	62	новгороде	в	0		case	В Нижнем Новгороде есть улица с удивительным названием...
404	62	новгороде	нижнем	3	3	amod	В Нижнем Новгороде есть улица с удивительным названием...
405	62	есть	новгороде	0	0	obl	В Нижнем Новгороде есть улица с удивительным названием...
406	62	есть	улица	0	0	nsubj	В Нижнем Новгороде есть улица с удивительным названием...
407	62	названием	с	1		case	В Нижнем Новгороде есть улица с удивительным названием...
408	62	названием	удивительным	0	0	amod	В Нижнем Новгороде есть улица с удивительным названием...
409	62	улица	названием	0	0	nmod	В Нижнем Новгороде есть улица с удивительным названием...
410	63	прогнозу	по	0		case	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
411	63	достигнет	прогнозу	-		parataxis	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
412	63	прогнозу	аналитиков	0	0	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
413	63	аналитиков	pyramid	0	0	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
414	63	pyramid	research	-	0	flat:foreign	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
415	63	достигнет	количество	1	1	nsubj	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
416	63	количество	пользователей	0	0	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
417	63	пользователей	услуг	0	0	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
418	63	связи	мобильной	2	2	amod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
419	63	услуг	связи	0	0	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
420	63	мире	во	0		case	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
421	63	мире	всём	0	0	amod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
422	63	достигнет	мире	0	0	obl	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
423	63	концу	к	2		case	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
424	63	достигнет	концу	0	0	obl	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
425	63	концу	года	0	0	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
426	63	млрд	1	0	-	nummod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
427	63	млрд	6	0	-	nummod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
428	63	достигнет	млрд	0	0	obj	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
429	63	числе	в	3		case	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
430	63	числе	том	3	1	det	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
431	63	млн	числе	-	-	nmod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
432	63	млн	750	0	-	nummod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
433	63	пользователей	млн	-		parataxis	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
434	63	регионе	в	0		case	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
435	63	регионе	азиатско-тихоокеанском	0	0	amod	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
436	63	достигнет	регионе	0	0	obl	По прогнозу аналитиков Pyramid Research,  количество пользователей услуг мобильной связи во всём мире к концу года достигнет 1,  6 млрд.,  в том числе 750 млн.-- в Азиатско-Тихоокеанском регионе.
437	64	прецедент	опасный	0	0	amod	Опасный прецедент
438	65	случай	удивительный	0	0	amod	Удивительный случай имел место в бурятском городе Гусиноозерске.
439	65	имел	случай	1	1	nsubj	Удивительный случай имел место в бурятском городе Гусиноозерске.
440	65	имел	место	3	3	obj	Удивительный случай имел место в бурятском городе Гусиноозерске.
441	65	городе	в	0		case	Удивительный случай имел место в бурятском городе Гусиноозерске.
442	65	городе	бурятском	0	0	amod	Удивительный случай имел место в бурятском городе Гусиноозерске.
443	65	место	городе	0	0	nmod	Удивительный случай имел место в бурятском городе Гусиноозерске.
444	65	городе	гусиноозерске	0	0	appos	Удивительный случай имел место в бурятском городе Гусиноозерске.
445	66	сообщении	в	0		case	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
446	66	сообщении	вашем	0	0	det	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
447	66	писали	сообщении	0	0	obl	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
448	66	27	от	0		case	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
449	66	сообщении	27	-	-	nmod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
450	66	27	март	0	-	flat	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
451	66	27	2003	-	-	nmod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
452	66	27	10	-		conj	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
453	66	10	54	-	-	flat	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
454	66	54	55	-	-	nummod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
455	66	писали	вы	0	0	nsubj	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
456	66	утро	доброе	3	3	amod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
457	66	писали	утро	-		parataxis	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
458	66	день	добрый	3	3	amod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
459	66	утро	день	-		conj	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
460	66	вечер	добрый	3	3	amod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
461	66	утро	вечер	-		conj	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
462	66	ночи	и	0		cc	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
463	66	ночи	спокойной	3	3	amod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
464	66	сообщении	ночи	-	3	nmod	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
465	66	ночи	my	-	-	appos	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
466	66	my	new	-	-	flat:foreign	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
467	66	ночи	girl	-	-	appos	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
468	66	girl	friend	-	2	flat:foreign	В вашем сообщении от 27 Март 2003,  10:  54:  55 вы писали: > Доброе утро,  добрый день,  добрый вечер и спокойной ночи my new "girl friend".
